% # columns="iteration, evaluation, min max(neg(.)) min(pos(.)) max correlation, correlation matrix principal axes lengths  (sorted square roots of eigenvalues of correlation matrix)", seed=611588, Thu Apr 24 11:59:44 2025
1 20 -0.05374134661126372 -0.05374134661126372 -0.05374134661126372 -0.05374134661126372 0.9727582707891702 1.0265190434722893
2 40 -0.05374134661126372 -0.05374134661126372 -0.05374134661126372 -0.05374134661126372 0.9727582707891702 1.0265190434722893
3 60 -0.11421789698870133 -0.11421789698870133 -0.11421789698870133 -0.11421789698870133 0.9411599773743562 1.0555652026230786
4 80 -0.11421789698870133 -0.11421789698870133 -0.11421789698870133 -0.11421789698870133 0.9411599773743562 1.0555652026230786
5 100 0.034664302330166576 0.034664302330166576 0.034664302330166576 0.034664302330166576 0.9825149859772286 1.0171844976847448
6 120 0.034664302330166576 0.034664302330166576 0.034664302330166576 0.034664302330166576 0.9825149859772286 1.0171844976847448
7 140 -0.27950302893224616 -0.27950302893224616 -0.27950302893224616 -0.27950302893224616 0.8488209299185275 1.1311511963182668
8 160 -0.27950302893224616 -0.27950302893224616 -0.27950302893224616 -0.27950302893224616 0.8488209299185275 1.1311511963182668
9 180 -0.48183395296709497 -0.48183395296709497 -0.48183395296709497 -0.48183395296709497 0.7198375143272995 1.2173060227268635
10 200 -0.48183395296709497 -0.48183395296709497 -0.48183395296709497 -0.48183395296709497 0.7198375143272995 1.2173060227268635
11 220 -0.5528321836977306 -0.5528321836977306 -0.5528321836977306 -0.5528321836977306 0.6687060761667037 1.2461268730340946
12 240 -0.5528321836977306 -0.5528321836977306 -0.5528321836977306 -0.5528321836977306 0.6687060761667037 1.2461268730340946
13 260 -0.29967116654292075 -0.29967116654292075 -0.29967116654292075 -0.29967116654292075 0.8368565190384069 1.1400312129687156
14 280 -0.29967116654292075 -0.29967116654292075 -0.29967116654292075 -0.29967116654292075 0.8368565190384069 1.1400312129687156
15 300 -0.6671534552937539 -0.6671534552937539 -0.6671534552937539 -0.6671534552937539 0.5769285438477162 1.2911829673960828
16 320 -0.6671534552937539 -0.6671534552937539 -0.6671534552937539 -0.6671534552937539 0.5769285438477162 1.2911829673960828
17 340 -0.7290898329528679 -0.7290898329528679 -0.7290898329528679 -0.7290898329528679 0.5204903140761911 1.3149486046811365
18 360 -0.7290898329528679 -0.7290898329528679 -0.7290898329528679 -0.7290898329528679 0.5204903140761911 1.3149486046811365
19 380 -0.4417643893308229 -0.4417643893308229 -0.4417643893308229 -0.4417643893308229 0.7471516651050021 1.2007349371659104
20 400 -0.4417643893308229 -0.4417643893308229 -0.4417643893308229 -0.4417643893308229 0.7471516651050021 1.2007349371659104
21 420 -0.5020328623019203 -0.5020328623019203 -0.5020328623019203 -0.5020328623019203 0.7056678664202299 1.225574502958478
22 440 -0.5020328623019203 -0.5020328623019203 -0.5020328623019203 -0.5020328623019203 0.7056678664202299 1.225574502958478
