% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, interquartile range, further/more values", seed=925118, Wed Apr 16 15:51:52 2025, <python>{}</python>
1 20 0.29521875910895096 1.0000250003125026 -13.293526940588059 -1.3293526940588059e+01 -8.063748985980055 14.45239988454512 6.141388151479241   
2 40 0.55323814941154 1.2784165115762272 -16.786903118517948 -1.6786903118517948e+01 -10.557925553569348 1000000.0 10.943621727295756   
3 60 0.5903136483099315 1.5715545113972997 -16.802669965114298 -1.6802669965114298e+01 -13.091390732947826 1000000.0 1000015.2434301171   
4 80 0.6525422997853513 1.9875422655787616 -16.802669965114298 -1.6733770453616312e+01 -12.085297464181966 1000000.0 1000015.0117877113   
5 100 0.5658672728209483 2.3957569556103806 -16.84475068336176 -1.6844750683361760e+01 -13.803860761483904 1000000.0 11.649128255659392   
6 120 0.5237439610771413 2.434259252600803 -16.84475068336176 -1.6833525024559961e+01 -15.099745575221627 1000000.0 500009.7275404791   
7 140 0.5118300317714664 3.679471358524575 -16.84475068336176 -1.6778638198398276e+01 -15.78376576192907 1000000.0 1000016.193531883   
8 160 0.5049101803036382 3.1986282994791977 -16.850457070605643 -1.6850457070605643e+01 -15.736641293475824 1000000.0 5.318954753404022   
9 180 0.4673602373852966 2.7895225366117997 -16.85195798316821 -1.6851957983168209e+01 -14.301604517623257 1000000.0 4.1777356257633365   
10 200 0.3514488896810435 1.9856418199875288 -16.886508148749765 -1.6886508148749765e+01 -16.376972924779643 1000000.0 0.9962396139583873   
11 220 0.2847510257943185 1.2783712707051764 -16.886508148749765 -1.6877544301506418e+01 -16.79051128345502 -15.845904481478113 0.09724779184692167   
12 240 0.3226325060777585 1.2566100229650166 -16.88786274375161 -1.6887862743751612e+01 -16.81136258109728 -16.209729642436642 0.10884737712888182   
13 260 0.29347809388207485 1.5740676811347687 -16.890099909242714 -1.6890099909242714e+01 -16.847984244282827 -16.67186635092205 0.05412390493313879   
14 280 0.235518763221666 2.2088659764419813 -16.890099909242714 -1.6889296276228414e+01 -16.877999577420173 -16.842030509323934 0.020065957167386017   
15 300 0.21146066843358066 2.2617664379693 -16.890099909242714 -1.6889482049462774e+01 -16.88360938681986 -16.855049235803673 0.015840314622405316   
