% # columns="iteration, evaluation, void, void, void, xmean", seed=105580, Mon Apr  7 16:29:32 2025, <python>{}</python> # scaling_of_variables: 1, typical_x: 0
1 6 0 0 0 1.0445377731163605 0.55030054316548
2 12 0 0 0 1.04390580538417 0.4226788773022661
3 18 0 0 0 1.0912225423743052 0.4370566998468203
4 24 0 0 0 1.1037200229971866 0.4786234636609747
5 30 0 0 0 1.0696772832425283 0.46680709985814123
6 36 0 0 0 1.1020013470447585 0.40537454892827995
7 42 0 0 0 1.0981257242329148 0.4027200421078923
8 48 0 0 0 1.0993110602437752 0.42855726520110077
9 54 0 0 0 1.0964027854036902 0.44356416907110546
10 60 0 0 0 1.0849713031059678 0.4481314690461248
11 66 0 0 0 1.0957440886905174 0.43089437602493436
12 72 0 0 0 1.0966637575872125 0.4198120652659919
13 78 0 0 0 1.1017697139995708 0.41046372015528493
14 84 0 0 0 1.0995804418203476 0.42071661969859403
15 90 0 0 0 1.102828362857022 0.415169187542396
16 96 0 0 0 1.1031433105243797 0.4156703702623766
17 102 0 0 0 1.1023114555408673 0.4172215866479882
18 108 0 0 0 1.1012163142812674 0.41773895683852197
19 114 0 0 0 1.102131517473528 0.41763127644122966
20 120 0 0 0 1.1024599918291313 0.4179468446429072
21 126 0 0 0 1.1022970997193415 0.416925349314617
22 132 0 0 0 1.102056938753521 0.4194751269714352
23 138 0 0 0 1.1028529845453319 0.41688244176925965
24 144 0 0 0 1.1018573583030982 0.41985627641017476
25 150 0 0 0 1.1016786363923006 0.4189053934276749
26 156 0 0 0 1.1021165012817284 0.4193290797572788
27 162 0 0 0 1.1021299473040902 0.4190842649838395
28 168 0 0 0 1.102212772721638 0.4182632867570054
29 174 0 0 0 1.1021157575975253 0.41906958251911364
30 180 0 0 0 1.1022393560864898 0.4189461081930103
31 186 0 0 0 1.1022251278461355 0.4189772875952993
32 192 0 0 0 1.1022687232728463 0.4189167050859136
33 198 0 0 0 1.1023027006113457 0.4186614540661337
33 198 0 0 0 1.1023027006113457 0.4186614540661337
